,場所,スコア,口コミ
101,筑後川鵜飼,4.3,鮎漁の解禁にあわせて、行われます。毎年５月２０日から９月までとのことなので、鑑賞船に乗ってみたかったですが、時期が合いませんでした。ホテルを通じて予約問い合わせできるみたいなので、都合を合わせてまた行きたいです。
102,筑後川鵜飼,4.2,旅行に来た際に鵜飼いが有名とのことで、足を運んでみました。筑後川で行なわれる鵜飼いを拝見でき、自然と歴史を感じることが出来ました。
103,筑後川鵜飼,3.9,夏の風物詩となっている鵜飼は多くの人が見学に訪れる人気のイベントです。鵜匠の手さばきの巧みさに感心しました。
104,筑後川鵜飼,4.2,特別感がありました。パンフレットやテレビ以上の迫力や風情もあり感動する時間を過ごせました。生で観ておくべき昔ながらの漁法だと思いました。
105,筑後川鵜飼,4.1,福岡の原鶴温泉に泊まった時に見に行きました。（毎年初夏から秋にかけて行われてます。見に行く際は事前に予約がいるのでご注意を）明るい電灯で照らしながら鵜飼をする様子を舟に乗って間近で見ることができ、鵜が魚をとる様子がよく見えて迫力満点です。
106,筑後川鵜飼,4.1,福岡県朝倉市で『筑後川鵜飼』が行なわれていて、毎年5月20日に筑後川の鮎漁が解禁されてからシーズンが始まります。
107,筑後川鵜飼,4.1,原鶴温泉の筑後川で楽しめる鵜飼は屋形船との距離も近く 非常に風情がありました。匠の技も十分 感じることが出来て お薦めのスポットですね。
108,筑後川鵜飼,4.1,原鶴温泉に宿泊したさいに鵜飼いが有名とのことで、筑後川で行われる鵜飼いを見させていただき、素晴らしかったです。
109,筑後川鵜飼,4.1,鵜飼は想像よりもとても大きくて迫力があってびっくりしました。また福岡県に行ったらぜひたちよりたいとおもいました。か
110,筑後川鵜飼,3.2,筑後川の風物詩になっている鵜飼は鮎の解禁から始まり 人気がありますね。屋形船から見る鵜飼は風情があり 匠の技は素晴らしいと思います。少し天候が悪かったですが それでも十分楽しめました。
111,筑後川鵜飼,4.3,毎年初夏から秋前までやっています。長良川や宇治川が有名ですが、九州では筑後川の鵜飼も有名です。夜にライトを照らしながら魚を取ってくる様は美しかったです。
112,筑後川鵜飼,4.2,鵜飼いは迫力があって、生で見ると技術のすごさがまじまじと伝わってきました。日本の伝統を感じ取ることのできるいい体験にもなります。
113,筑後川鵜飼,3.9,鳥が魚を食べる習性を利用した日本伝統文化ですが個人的な感想としては首にひもを付けて魚を食べたら無理やり出させてまた魚を食べたりする姿はなんだか変の気持ちになりました。個人の感想です。
114,筑後川鵜飼,4.2,名前はよく聞くことがあっても実際見る機会はなかなかない鵜飼です。今では数も少なくなっているのでしょうが伝統の文化をこの先も残していって欲しいと思いました。
115,筑後川鵜飼,4.1,鵜の大きさにビックリ。羽をひろげたらスカスカ。飛べないようにしてあるそうです。火と人間を怖がらないようにするのが大変だそうです。鵜しょうさん（鵜を操る方）から教えていただきました。食事もおいしく楽しい夜を過ごすことが出来ました。
116,筑後川鵜飼,4.1,鵜飼といえば岐阜県の長良川が全国的に有名ですね九州にもあったというのは新しい発見でした屋形船から見る光景は風情があっていいですね
117,筑後川鵜飼,4.1,鵜飼は日本の伝統が伝わってきました。とても面白くてこどもたちも楽しそうだったのでまた訪れたいと思います！！
118,筑後川鵜飼,4.1,日本の伝統文化に触れることができて、とても楽しかったです。滅多に見らるものではないので、行ったら是非見ておくべきです。
119,筑後川鵜飼,4.1,原鶴温泉にきたときには一度はみておきたい光景かなと思います。じっくりと見ることができてとても勉強になります。
120,鷲尾愛宕神社,3.2,御朱印めぐりで、寄ってみました。歩いてきつかったけど、ついたら、景色よくて気持ちよかったです。わざわざいってよかったです。
121,鷲尾愛宕神社,4.3,お詣りのつもりが、思いがけないビュースポットで、こりゃ穴場と思いました。タクシーで上まで行けて、素敵な、お茶屋（カフェ）もあり、得した気分でした
